,site,average,lat_x,long_x,range,lat_y,long_y,Altitude
0,1021000.0,-0.329756933,45.1369444,-67.3180556,4.0,45.1369444,-67.3180556,65.72
1,1018500.0,-7.300133537,45.5683333,-67.4283333,4.0,45.5683333,-67.4283333,367.2
2,1021470.0,-0.495214746,44.8008333,-67.725,4.0,44.8008333,-67.725,133.16
3,1021480.0,0.535784089,44.9369444,-67.7361111,3.0,44.9369444,-67.7361111,170.0
4,1019000.0,-2.106515373,45.1725,-67.76888889,4.0,45.1725,-67.76888889,273.56
5,1018035.0,0.772736334,46.1811111,-67.80388889,1.0,46.1811111,-67.80388889,290.0
6,1018009.0,-0.16606933,46.11527778,-67.84027778,4.0,46.11527778,-67.84027778,355.0
7,1018000.0,0.770361783,46.105,-67.8666667,1.0,46.105,-67.8666667,333.92
8,1017960.0,0.674559604,46.105,-67.88138889,2.0,46.105,-67.88138889,355.0
9,1022500.0,0.422000309,44.60805556,-67.93527778,4.0,44.60805556,-67.93527778,44.2
10,1017290.0,0.215491274,46.8886111,-67.945,4.0,46.8886111,-67.945,420.0
11,1017550.0,-28.11095637,46.62805556,-67.9530556,4.0,46.62805556,-67.9530556,580.0
12,1017060.0,-2.766564452,46.7836111,-67.9891667,4.0,46.7836111,-67.9891667,486.7
13,1022294.0,-0.022222222,44.85909167,-68.10396389,4.0,44.85909167,-68.10396389,906.55
14,1017000.0,0.400752879,46.7772222,-68.1572222,4.0,46.7772222,-68.1572222,436.4
15,1030350.0,0.572083241,45.7086111,-68.1580556,3.0,45.7086111,-68.1580556,395.0
16,1022840.0,-0.489091238,44.33277778,-68.2066667,4.0,44.33277778,-68.2066667,90.0
17,1030500.0,0.674765257,45.5011111,-68.3058333,2.0,45.5011111,-68.3058333,217.0
18,1015800.0,0.670337201,46.52305556,-68.3716667,2.0,46.52305556,-68.3716667,530.0
19,1013500.0,0.197215137,47.2375,-68.58277778,4.0,47.2375,-68.58277778,511.38
20,1014000.0,0.326491348,47.2833333,-68.58527778,4.0,47.2833333,-68.58527778,505.0
21,1029500.0,0.808171646,45.73027778,-68.5894444,1.0,45.73027778,-68.5894444,294.74
